,Category,Price,Origin
0,outerwear,91.62648,zara
1,outerwear,84.38328,zara
2,outerwear,60.239279999999994,zara
3,outerwear,91.62648,zara
4,outerwear,91.62648,zara
5,outerwear,72.31128,zara
6,outerwear,91.62648,zara
7,outerwear,60.239279999999994,zara
8,outerwear,72.31128,zara
9,outerwear,48.16728,zara
10,outerwear,67.48248,zara
11,outerwear,72.31128,zara
12,outerwear,72.31128,zara
13,outerwear,60.239279999999994,zara
14,outerwear,91.62648,zara
15,outerwear,72.31128,zara
16,outerwear,132.67128,zara
17,outerwear,193.03127999999998,zara
18,outerwear,115.77047999999999,zara
19,outerwear,168.88728,zara
20,outerwear,132.67128,zara
21,outerwear,72.31128,zara
22,outerwear,60.239279999999994,zara
23,outerwear,60.239279999999994,zara
24,outerwear,60.239279999999994,zara
25,outerwear,60.239279999999994,zara
26,outerwear,39.716879999999996,zara
27,outerwear,60.239279999999994,zara
28,outerwear,60.239279999999994,zara
29,outerwear,91.62648,zara
30,outerwear,72.31128,zara
31,outerwear,72.31128,zara
32,outerwear,60.239279999999994,zara
33,outerwear,60.239279999999994,zara
34,outerwear,91.62648,zara
35,outerwear,115.77047999999999,zara
36,outerwear,91.62648,zara
37,outerwear,72.31128,zara
38,outerwear,60.239279999999994,zara
39,outerwear,91.62648,zara
40,outerwear,60.239279999999994,zara
41,outerwear,72.31128,zara
42,outerwear,60.239279999999994,zara
43,outerwear,48.16728,zara
44,outerwear,48.16728,zara
45,outerwear,39.716879999999996,zara
46,outerwear,91.62648,zara
47,outerwear,60.239279999999994,zara
48,outerwear,91.62648,zara
49,outerwear,60.239279999999994,zara
50,outerwear,39.716879999999996,zara
51,outerwear,36.095279999999995,zara
52,outerwear,91.62648,zara
54,outerwear,103.69847999999999,zara
55,outerwear,91.62648,zara
56,outerwear,48.16728,zara
57,outerwear,91.62648,zara
58,outerwear,72.31128,zara
59,outerwear,91.62648,zara
60,outerwear,91.62648,zara
61,outerwear,91.62648,zara
62,outerwear,72.31128,zara
63,outerwear,72.31128,zara
64,outerwear,72.31128,zara
65,outerwear,60.239279999999994,zara
66,outerwear,91.62648,zara
67,outerwear,91.62648,zara
68,outerwear,39.716879999999996,zara
69,outerwear,60.239279999999994,zara
70,outerwear,60.239279999999994,zara
71,outerwear,72.31128,zara
72,outerwear,91.62648,zara
73,outerwear,60.239279999999994,zara
74,outerwear,39.716879999999996,zara
75,outerwear,60.239279999999994,zara
76,outerwear,72.31128,zara
77,outerwear,72.31128,zara
78,outerwear,91.62648,zara
79,outerwear,115.77047999999999,zara
80,outerwear,72.31128,zara
81,outerwear,60.239279999999994,zara
82,outerwear,48.16728,zara
83,outerwear,72.31128,zara
84,outerwear,39.716879999999996,zara
85,outerwear,72.31128,zara
86,outerwear,48.16728,zara
87,outerwear,103.69847999999999,zara
88,outerwear,36.095279999999995,zara
89,outerwear,48.16728,zara
90,outerwear,60.239279999999994,zara
91,outerwear,72.31128,zara
92,outerwear,72.31128,zara
93,outerwear,60.239279999999994,zara
94,outerwear,72.31128,zara
95,outerwear,72.31128,zara
96,outerwear,48.16728,zara
97,outerwear,60.239279999999994,zara
98,outerwear,60.239279999999994,zara
99,outerwear,39.716879999999996,zara
100,outerwear,39.716879999999996,zara
101,outerwear,72.31128,zara
102,outerwear,91.62648,zara
103,outerwear,60.239279999999994,zara
104,outerwear,60.239279999999994,zara
105,outerwear,60.239279999999994,zara
106,outerwear,36.095279999999995,zara
107,outerwear,39.716879999999996,zara
108,outerwear,72.31128,zara
109,outerwear,72.31128,zara
110,outerwear,48.16728,zara
111,outerwear,48.16728,zara
112,outerwear,67.48248,zara
113,outerwear,60.239279999999994,zara
114,outerwear,39.716879999999996,zara
115,outerwear,115.77047999999999,zara
116,outerwear,36.095279999999995,zara
117,outerwear,48.16728,zara
118,outerwear,48.16728,zara
119,outerwear,48.16728,zara
120,outerwear,24.02328,zara
121,outerwear,91.62648,zara
122,outerwear,39.716879999999996,zara
123,outerwear,39.716879999999996,zara
124,outerwear,39.716879999999996,zara
125,outerwear,39.716879999999996,zara
126,outerwear,72.31128,zara
127,outerwear,72.31128,zara
128,outerwear,72.31128,zara
129,outerwear,36.095279999999995,zara
130,outerwear,60.239279999999994,zara
131,outerwear,60.239279999999994,zara
132,outerwear,60.239279999999994,zara
133,outerwear,60.239279999999994,zara
134,outerwear,48.16728,zara
135,outerwear,39.716879999999996,zara
136,outerwear,39.716879999999996,zara
137,outerwear,48.16728,zara
138,outerwear,72.31128,zara
139,outerwear,91.62648,zara
140,outerwear,60.239279999999994,zara
141,outerwear,72.31128,zara
142,outerwear,72.31128,zara
143,outerwear,48.16728,zara
144,outerwear,67.48248,zara
145,outerwear,60.239279999999994,zara
146,outerwear,60.239279999999994,zara
147,outerwear,48.16728,zara
148,outerwear,67.48248,zara
149,outerwear,60.239279999999994,zara
150,outerwear,72.31128,zara
151,outerwear,48.16728,zara
152,outerwear,39.716879999999996,zara
153,outerwear,72.31128,zara
154,outerwear,39.716879999999996,zara
155,outerwear,60.239279999999994,zara
156,outerwear,48.16728,zara
157,outerwear,132.67128,zara
158,outerwear,103.69847999999999,zara
159,outerwear,72.31128,zara
160,outerwear,60.239279999999994,zara
161,outerwear,48.16728,zara
162,outerwear,39.716879999999996,zara
163,outerwear,72.31128,zara
164,outerwear,60.239279999999994,zara
165,outerwear,39.716879999999996,zara
166,outerwear,60.239279999999994,zara
167,outerwear,72.31128,zara
168,outerwear,39.716879999999996,zara
169,outerwear,39.716879999999996,zara
170,outerwear,67.48248,zara
171,outerwear,60.239279999999994,zara
172,outerwear,60.239279999999994,zara
173,outerwear,60.239279999999994,zara
174,outerwear,103.69847999999999,zara
175,outerwear,60.239279999999994,zara
176,outerwear,60.239279999999994,zara
177,outerwear,72.31128,zara
178,outerwear,60.239279999999994,zara
179,bottoms,60.239279999999994,zara
180,bottoms,60.239279999999994,zara
181,bottoms,39.716879999999996,zara
182,bottoms,60.239279999999994,zara
183,bottoms,60.239279999999994,zara
184,bottoms,30.059279999999998,zara
185,bottoms,48.16728,zara
186,bottoms,30.059279999999998,zara
187,bottoms,39.716879999999996,zara
188,bottoms,72.31128,zara
189,bottoms,60.239279999999994,zara
190,bottoms,60.239279999999994,zara
191,bottoms,60.239279999999994,zara
192,bottoms,72.31128,zara
193,bottoms,60.239279999999994,zara
194,bottoms,39.716879999999996,zara
195,bottoms,39.716879999999996,zara
196,bottoms,60.239279999999994,zara
197,bottoms,60.239279999999994,zara
198,bottoms,36.095279999999995,zara
199,bottoms,39.716879999999996,zara
200,bottoms,39.716879999999996,zara
201,bottoms,39.716879999999996,zara
202,bottoms,36.095279999999995,zara
203,bottoms,39.716879999999996,zara
204,bottoms,39.716879999999996,zara
205,bottoms,36.095279999999995,zara
206,bottoms,39.716879999999996,zara
207,bottoms,60.239279999999994,zara
208,bottoms,36.095279999999995,zara
209,shirts,39.716879999999996,zara
210,shirts,39.716879999999996,zara
211,shirts,36.095279999999995,zara
212,shirts,39.716879999999996,zara
213,shirts,39.716879999999996,zara
214,shirts,39.716879999999996,zara
215,shirts,39.716879999999996,zara
216,shirts,39.716879999999996,zara
217,shirts,39.716879999999996,zara
