ID,User_id,Sold,Gender,Category,subcategory,size,State,Brand,Colors,Price,Image,Description,Title,Platform,Address,discountedPriceAmount,dateUpdated
411155199,15764563,P,male,shirts,tshirts,,Used - Fair,adidas,,22.0,,"Mexico Soccer Jersey
Size M 
Cond 9/10",quickstrikevtg mexico soccer jersey size m,Depop,"Grand Prairie, United States",,2024-02-28T14:20:04.823202Z
372568522,15764563,P,male,shirts,tshirts,,Used - Excellent,unbranded,,18.0,,"Camo Tee 
Size Small 
Cond 9/10",quickstrikevtg camo tee size small cond,Depop,"Dallas, United States",,2023-08-13T18:42:52.197112Z
366999594,15764563,P,male,outerwear,hoodies,,Used - Excellent,unbranded,,25.0,,"Vintage Pink Hoodie Blank 
Size: XXL 
Cond; 9/10",quickstrikevtg vintage pink hoodie blank size,Depop,"Grand Prairie, United States",,2023-08-13T06:38:50.224977Z
371512499,15764563,P,male,shirts,tshirts,,Used - Excellent,harley-davidson,,28.0,,"Harley Davidson Pirate Tee
Size: XLarge
Cond; 7/10",quickstrikevtg harley davidson pirate tee size,Depop,"Dallas, United States",,2023-08-08T13:39:07.168703Z
370327889,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,pepe-jeans,,28.0,,"Pepe Jeans Crewneck 
Size Large
Cond 9/10 No Flaws",quickstrikevtg pepe jeans crewneck size large,Depop,"Grand Prairie, United States",,2023-08-02T19:34:46.935289Z
367125904,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,25.2,,"Vintage Levi Jeans 517
Size: 34W 30L 
Cond: 9/10",quickstrikevtg vintage levi jeans 517 size,Depop,"Grand Prairie, United States",25.2,2023-07-22T19:09:47.084871Z
367972545,15764563,P,male,outerwear,jumpers,,Used - Excellent,patagonia,,25.2,,"Patagonia quilted synchilla 
mens medium
no flaws 10/10",quickstrikevtg patagonia quilted synchilla mens medium,Depop,"Grand Prairie, United States",25.2,2023-07-22T02:05:46.681791Z
367972121,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,28.0,,"Vintage Levi 560 
34x34 
9/10 No flaws",quickstrikevtg vintage levi 560 34x34 910,Depop,"Grand Prairie, United States",,2023-07-22T02:02:42.626229Z
367970534,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,25.2,,"Vintage Levi 560 Jeans 
34x34 
9/10 cond no flaws",quickstrikevtg vintage levi 560 jeans 34x34,Depop,"Grand Prairie, United States",25.2,2023-07-22T01:50:11.195215Z
367061740,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,27.0,,"Vintage Levi 517 Jeans 
Size: 34W 30L 
Cond: 8/10",quickstrikevtg vintage levi 517 jeans size,Depop,"Grand Prairie, United States",27.0,2023-07-17T16:12:20.807735Z
367060458,15764563,P,male,shirts,tshirts,,Used - Excellent,unbranded,,29.0,,"Vintage 1970s LSU Jersey Shirt 
Size: Medium
Cond: 9/10",quickstrikevtg vintage 1970s lsu jersey shirt,Depop,"Grand Prairie, United States",,2023-07-17T16:05:16.3166Z
365732482,15764563,P,male,bottoms,shorts,,Used - Excellent,unbranded,"Grey,Navy",35.0,,"Y2K Akedemics Jean Shorts JORTS!!!
Size: 32W 
Cond: 9/10 No Flaws",quickstrikevtg y2k akedemics jean shorts jorts,Depop,"Grand Prairie, United States",,2023-07-10T19:36:49.137733Z
333618331,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,22.0,,"Vintage Levi 545 Denim
Size: 28Wx28L 
Cond: 7/10 Fading 

🚨 DM BEFORE PURCHASE",quickstrikevtg vintage levi 545 denim size,Depop,"Dallas, United States",,2023-06-17T00:41:47.803864Z
338258438,15764563,P,male,shirts,tshirts,,Used - Excellent,,,16.19,,"Vintage Thermal Shirt 
Size: Medium
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage thermal shirt size medium,Depop,"Dallas, United States",16.19,2023-03-31T21:12:21.224948Z
345818539,15764563,P,male,outerwear,jackets,,Used - Excellent,,,120.0,,"CRAZY Vintage Barney & Baby Bop Varsity Jacket 
Size: Large/XLarge
Cond: 9/10 AMAZING Condition",quickstrikevtg crazy vintage barney baby,Depop,"Dallas, United States",,2023-03-24T16:38:09.96164Z
335634011,15764563,P,male,shirts,tshirts,,Used - Excellent,,,22.5,,"Vintage Dinosaur Graphic Tee
Size: XXLarge
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage dinosaur graphic tee size,Depop,"Dallas, United States",22.5,2023-03-19T14:07:06.508967Z
334289203,15764563,P,male,outerwear,jackets,,Used - Excellent,lacoste,,22.5,,"Vintage Lacoste Windbreaker 
Size: Large
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage lacoste windbreaker size large,Depop,"Dallas, United States",22.5,2023-03-19T14:06:59.17875Z
332257662,15764563,P,male,outerwear,shirts,,Used - Excellent,carhartt,"Tan,Cream",35.1,,"Carhartt Button Up Short Sleeve Shirt 
Size: Medium 
Cond: 8/10 No Flaws

🚨 MESSAGE BEFORE BUYING",quickstrikevtg carhartt button up short sleeve,Depop,"Dallas, United States",35.1,2023-03-17T17:54:46.11946Z
332072804,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,,"White,Grey",23.75,,"Vintage Jaguar Car Crewneck 
Size: XL
Cond: 9/10 No Flaws

🚨 WE ACCEPT OFFERS DM BEFORE PURCHASING",quickstrikevtg vintage jaguar car crewneck size,Depop,"Dallas, United States",23.75,2023-03-02T05:01:31.464068Z
332108670,15764563,P,male,outerwear,polo-shirts,,Used - Excellent,nike,"Pink,White",20.7,,"OG Vintage Nike Pocket Polo Tee Pink 
Size: Tagged Medium
Cond: 9/10 No Flaws 

🚨 WE ACCEPT OFFERS MESSAGE BEFORE BUYING",quickstrikevtg og vintage nike pocket polo,Depop,"Dallas, United States",20.7,2023-03-02T05:01:18.886762Z
332441223,15764563,P,male,outerwear,shirts,,Used - Excellent,pendleton,"Burgundy,Red",22.5,,"Vintage Pendleton Flannel Shirt 
Size: Tagged As M Fits Large 
Cond: 10/10 No Flaws 

🚨 DM BEFORE PURCHASE",quickstrikevtg vintage pendleton flannel shirt size,Depop,"Dallas, United States",22.5,2023-03-02T05:00:28.77789Z
332271663,15764563,P,male,outerwear,gilets,,Used - Excellent,,,22.5,,"Vintage Red Lined Work Vest 
Size: M-Large
Cond: 8/10 Just Worn",quickstrikevtg vintage red lined work vest,Depop,"Dallas, United States",22.5,2023-03-02T04:59:43.315417Z
332070298,15764563,P,male,outerwear,gilets,,Used - Excellent,carhartt,"Tan,Cream",27.0,,"Vintage Carhartt Sherpa Lined Vest 
Size: Large
Cond: 6/10 Marks On front 

🚨 WE ACCEPT OFFERS. DM BEFORE PURCHASING",quickstrikevtg vintage carhartt sherpa lined vest,Depop,"Dallas, United States",27.0,2023-03-02T04:59:27.641497Z
332647370,15764563,P,male,bottoms,trousers,,Used - Excellent,carhartt,Black,25.5,,"Carhartt Cargo Pants 
Size: 36x30 
Cond: 7/10 Has Distressing

🚨 WE ACCEPT OFFERS DM BEFORE BUYING",quickstrikevtg carhartt cargo pants size 36x30,Depop,"Dallas, United States",25.5,2023-02-08T05:55:44.167361Z
337200882,15764563,P,male,shirts,tshirts,,Used - Excellent,,,38.0,,"Vintage Nike Mini Swoosh Tee
Size: XLarge
Cond: 8/10 Fading 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage nike mini swoosh tee 195d,Depop,"Dallas, United States",,2023-02-07T22:49:31.81605Z
337199761,15764563,P,male,shirts,tshirts,,Used - Excellent,,,20.69,,"Vintage Tennesee College Tee 
Size: XXL 
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage tennesee college tee size,Depop,"Dallas, United States",20.69,2023-02-02T01:52:10.461588Z
337045219,15764563,P,male,bottoms,trousers,,Used - Excellent,,,21.24,,"Vintage Calvin Klein Corduroy Pants
Size: 30W 30L 
Cond: 9/10 No flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage calvin klein corduroy pants 883d,Depop,"Dallas, United States",21.24,2023-02-01T05:58:25.407588Z
337044493,15764563,P,male,bottoms,jeans,,Used - Excellent,,,22.49,,"Vintage Levi 501 Jeans
Size: 32W 32L 
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage levi 501 jeans size,Depop,"Dallas, United States",22.49,2023-02-01T05:50:02.874305Z
335857244,15764563,P,male,accessories,hat,,Used - Excellent,,,16.99,,"Vintage Hard Rock Maui Snapback
Size: One Size Adult
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage hard rock maui snapback,Depop,"Dallas, United States",16.99,2023-02-01T02:59:04.924671Z
336858716,15764563,P,male,bottoms,trousers,,Used - Excellent,,,60.0,,"Vintage Calvin Klein Corduroy Pants
Size: 30W 30L 
Cond: 9/10 NO FLAWS

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage calvin klein corduroy pants fddc,Depop,"Dallas, United States",,2023-02-01T00:27:14.243638Z
336922318,15764563,M,male,bottoms,trousers,,Used - Excellent,,,26.99,,"Vintage Military Issued Camo Ripstop Pants 
Size: 30W 30L Can Be Adjusted
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage military issued camo ripstop,Depop,"Dallas, United States",26.99,2023-01-31T16:50:29.855917Z
336920357,15764563,P,male,bottoms,trousers,,Used - Excellent,,,22.49,,"Vintage Calvin Klein Corduroy Pants
Size: 30W 30L 
Cond: 9/10 No Flaws 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage calvin klein corduroy pants 4ec3,Depop,"Dallas, United States",22.49,2023-01-31T16:38:31.44809Z
336156662,15764563,P,male,outerwear,jumpers,,Used - Excellent,,,40.0,,"Vintage Polo V Neck Knit Sweater 
Size: Large
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage polo v neck knit,Depop,"Dallas, United States",,2023-01-31T07:05:06.856052Z
336858485,15764563,P,male,bottoms,trousers,,Used - Excellent,,,22.49,,"Vintage Calvin Klein Corduroy Pants 
Size: 30W 30L 
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASE",quickstrikevtg vintage calvin klein corduroy pants,Depop,"Dallas, United States",22.49,2023-01-31T06:26:07.262461Z
336856739,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,19.54,,"Vintage Indianapolis Colts Fleece Jacket 
Size: Medium 
Cond: 10/10 No Flaws

❤️ DM BEFORE PURCHASING",quickstrikevtg vintage indianapolis colts fleece jacket,Depop,"Dallas, United States",19.54,2023-01-31T06:07:55.691312Z
336826603,15764563,P,male,outerwear,jumpers,,Used - Excellent,,,21.24,,"Vintage Knit Pattern Sweater
Size: Large
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage knit pattern sweater size,Depop,"Dallas, United States",21.24,2023-01-31T02:07:42.540612Z
336825122,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,21.24,,"Vintage Russell Crewneck Blank
Size: XLarge
Cond: 8/10 Just Wrinkled

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage russell crewneck blank size,Depop,"Dallas, United States",21.24,2023-01-31T01:58:24.135225Z
332068663,15764563,P,male,outerwear,coats,,Used - Excellent,carhartt,"Khaki,Green",84.99,,"Carhartt Hooded Jacket Forest Green Color
Size: XL Tall
Cond: 6/10 Yellow Paint Marks On Front 

🚨 WE ACCEPT OFFERS. DM BEFORE PURCHASE 🚨",quickstrikevtg carhartt hooded jacket forest green,Depop,"Dallas, United States",84.99,2023-01-29T15:49:20.42879Z
336156748,15764563,P,male,outerwear,hoodies,,Used - Excellent,,,24.29,,"Vintage George Washington Crewneck 
Size: XLarge
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage george washington crewneck size,Depop,"Dallas, United States",24.29,2023-01-27T06:09:30.781171Z
336156420,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,,,25.49,,"Vintage Polo Knit Sweater
Size: Large
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage polo knit sweater size,Depop,"Dallas, United States",25.49,2023-01-27T06:04:56.435802Z
336156302,15764563,M,male,outerwear,hoodies,,Used - Excellent,,,21.24,,"Y2K Detroit Tigers Hoodie 
Size: Small 
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k detroit tigers hoodie size,Depop,"Dallas, United States",21.24,2023-01-27T06:03:27.9483Z
336156050,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,29.99,,"Vintage Crayola Factory Crewneck 
Size: XLarge
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage crayola factory crewneck size,Depop,"Dallas, United States",,2023-01-27T05:59:51.28908Z
336155662,15764563,M,male,outerwear,jackets,,Used - Excellent,,,150.0,,"Vintage Nike Dallas Stars Leather Jacket 
Size: Adult Small 
Cond: 8/10 Small Marks On Backside

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage nike dallas stars leather,Depop,"Dallas, United States",,2023-01-27T05:54:40.28562Z
332106337,15764563,P,male,outerwear,jackets,,Used - Excellent,nike,Brown,26.09,,"Vintage Nike Brown Zip Up Track Jacket
Size: XL 
Cond: 9/10 No Flaws 

🚨 WE ACCEPT OFFERS. MESSAGE BEFORE PURCHASING",quickstrikevtg vintage nike brown zip up,Depop,"Dallas, United States",26.09,2023-01-26T12:09:54.159412Z
335685349,15764563,M,male,shirts,tshirts,,Used - Excellent,,,18.69,,"Vintage Nike Mini Swoosh Tee
Size: Small 
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage nike mini swoosh tee 8d4e,Depop,"Dallas, United States",18.69,2023-01-24T16:02:17.382692Z
335685172,15764563,P,male,bottoms,jeans,,Used - Excellent,,,26.99,,"Levi Jeans 529 
Size: 32W 30L 
Cond: 8/10 Common Wear 

🚨 DM BEFORE PURCHASING",quickstrikevtg levi jeans 529 size 32w,Depop,"Dallas, United States",26.99,2023-01-24T16:01:03.5432Z
335684815,15764563,P,male,bottoms,jeans,,Used - Excellent,,,26.99,,"Levis Premium Denim Jeans 
Size: 32W 32L 
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg levis premium denim jeans size,Depop,"Dallas, United States",26.99,2023-01-24T15:59:02.50088Z
335070445,15764563,P,male,shirts,tshirts,,Used - Excellent,nike,,17.99,,"Vintage Nike Mini Swoosh Tee 
Size: Medium 
Cond: 5/10 Pin Hole In Sleeve, Marks On Front

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage nike mini swoosh tee 4371,Depop,"Dallas, United States",17.99,2023-01-21T01:50:06.894568Z
335070032,15764563,M,male,shirts,tshirts,,Used - Excellent,,,21.24,,"Y2K Harley Davidson Tee
Size: Medium 
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k harley davidson tee size 708b,Depop,"Dallas, United States",21.24,2023-01-21T01:46:45.381175Z
335037920,15764563,M,male,shirts,tshirts,,Used - Excellent,,,22.49,,"Y2K Slipknot Band Tee
Size: Fits Large
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k slipknot band tee size,Depop,"Dallas, United States",22.49,2023-01-20T22:01:44.568897Z
334797053,15764563,M,male,shirts,tshirts,,Used - Excellent,,,24.99,,"Vintage Tennessee College Tee 
Size: Large
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage tennessee college tee size,Depop,"Dallas, United States",,2023-01-19T13:57:37.513374Z
334593101,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,36.89,,"Vintage Cowboys Championship Crewneck 
Size: XLarge
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage cowboys championship crewneck size,Depop,"Dallas, United States",36.89,2023-01-18T05:08:29.782285Z
334593010,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,89.99,,"Vintage Cowboys Spellout Crewneck 
Size: XXLarge
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage cowboys spellout crewneck size,Depop,"Dallas, United States",89.99,2023-01-18T05:07:27.854755Z
334309185,15764563,M,male,outerwear,hoodies,,Used - Excellent,,,34.99,,"Vintage Dallas Cowboys Hoodie 
Size: Large
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage dallas cowboys hoodie size,Depop,"Dallas, United States",,2023-01-16T18:14:29.173307Z
334292065,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,,,44.99,,"Vintage Dallas Cowboys Superbowl Crewneck 
Size: XLarge
Cond: 7/10 Marks on shoulder 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage dallas cowboys superbowl crewneck,Depop,"Dallas, United States",,2023-01-16T16:34:50.441862Z
334291305,15764563,P,male,outerwear,gilets,,Used - Excellent,,,22.49,,"Vintage Champion Fleece Vest
Size: XLarge
Cond: 7/10 Tag Ripped On One Side 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage champion fleece vest size,Depop,"Dallas, United States",22.49,2023-01-16T16:29:49.18536Z
334291049,15764563,M,male,outerwear,cardigans,,Used - Excellent,,,25.49,,"Vintage Lacoste Cardigan 
Size: Medium 
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage lacoste cardigan size medium,Depop,"Dallas, United States",25.49,2023-01-16T16:28:03.925033Z
333225039,15764563,M,male,outerwear,jackets,,Used - Excellent,polo,,23.0,,"Vintage Polo Jeans Windbreaker 
Size: Medium 
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage polo jeans windbreaker size,Depop,"Dallas, United States",,2023-01-15T15:05:39.694098Z
333215635,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,russell-athletic,,39.0,,"Vintage Russell Blank Crewneck 
Size: XLarge
Cond: 8/10

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage russell blank crewneck size,Depop,"Dallas, United States",,2023-01-14T22:33:02.907954Z
332308870,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,russell-athletic,Blue,39.0,,"Y2K Baby Blue Russell Blank Crewneck 
Size: XLarge
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k baby blue russell blank,Depop,"Dallas, United States",,2023-01-14T22:12:39.840245Z
333735207,15764563,P,male,shirts,tshirts,,Used - Excellent,,,20.69,,"Vintage Texas Longhorns Spanish Tee
Size: Large
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage texas longhorns spanish tee,Depop,"Dallas, United States",20.69,2023-01-13T05:26:24.596536Z
333735101,15764563,M,male,shirts,tshirts,,Used - Excellent,,,22.99,,"Y2K Bruce Springsteen Tour Tee
Size: Large
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k bruce springsteen tour tee,Depop,"Dallas, United States",,2023-01-13T05:25:04.29256Z
333730738,15764563,P,male,shirts,tshirts,,Used - Excellent,,,23.74,,"Y2K TCU College Tee 
Size: XLarge
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k tcu college tee size,Depop,"Dallas, United States",23.74,2023-01-13T04:38:33.250603Z
333729571,15764563,M,male,bottoms,shorts,,Used - Excellent,nike,,14.99,,"Y2K Nike Sweat Shorts
Size: Medium
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k nike sweat shorts size,Depop,"Dallas, United States",,2023-01-13T04:26:43.525586Z
333729044,15764563,P,male,bottoms,shorts,,Used - Excellent,,,13.49,,"Vintage Summer Shorts
Size: Medium
Cond: 9/10 No Flaws 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage summer shorts size medium,Depop,"Dallas, United States",13.49,2023-01-13T04:21:09.881533Z
333728331,15764563,P,male,bottoms,trousers,,Used - Excellent,levi-s,,23.74,,"Y2K Levi 505 Jeans
Size: 32W 32L 
Cond: 9/10 

🚨 DM BEFORE PURCHASE",quickstrikevtg y2k levi 505 jeans size,Depop,"Dallas, United States",23.74,2023-01-13T04:14:26.794649Z
333568735,15764563,M,male,shirts,tshirts,,Used - Excellent,ed-hardy,,80.0,,"Y2K Ed Hardy Big Print Tee
Size: XXL! RARE SIZE
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k ed hardy big print,Depop,"Dallas, United States",,2023-01-13T02:50:53.555787Z
332693690,15764563,P,male,bottoms,jeans,,Used - Excellent,levi-s,,22.0,,"Vintage Levi 517 Denim 
Size: 32x32
Cond: 8/10 No Flaws",quickstrikevtg vintage levi 517 denim size,Depop,"Dallas, United States",,2023-01-12T17:48:52.753014Z
333570241,15764563,P,male,shirts,tshirts,,Used - Excellent,,,23.39,,"Y2K Dallas Mavericks Tee 
Size: XXLarge
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k dallas mavericks tee size,Depop,"Dallas, United States",23.39,2023-01-12T04:32:23.461165Z
333453742,15764563,M,male,outerwear,shirts,,Used - Excellent,carhartt,,29.99,,"Carhartt Flannel Shirt 
Size: Medium/Large
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg carhartt flannel shirt size mediumlarge,Depop,"Dallas, United States",,2023-01-11T15:35:02.6623Z
333270905,15764563,M,male,outerwear,jackets,,Used - Excellent,carhartt,,129.99,,"Vintage Carhartt Zip Up Hooded Jacket 
Size: Large 
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage carhartt zip up hooded,Depop,"Dallas, United States",,2023-01-10T14:51:47.243498Z
333270535,15764563,M,male,outerwear,hoodies,,Used - Excellent,nike,,29.99,,"Y2K Nike Zip Up Hoodie
Size: Large
Cond: 9/10 NO FLAWS

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k nike zip up hoodie,Depop,"Dallas, United States",,2023-01-10T14:48:23.346247Z
333224543,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,,19.99,,"Vintage Blank Crewneck 
Size: Medium
Cond: 8/10 Wrinkles 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage blank crewneck size medium,Depop,"Dallas, United States",,2023-01-10T04:47:35.489203Z
333223720,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,Blue,24.99,,"Vintage Blank Crewneck 
Size:XLarge 
Cond: 8/10 No Flaws 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage blank crewneck sizexlarge cond,Depop,"Dallas, United States",,2023-01-10T04:40:35.118818Z
333216965,15764563,P,male,outerwear,sweatshirts,,Used - Excellent,,,24.99,,"Vintage Camo Crewneck 
Size: Large
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage camo crewneck size large,Depop,"Dallas, United States",,2023-01-10T03:44:43.253009Z
333216570,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,Purple,31.49,,"Vintage Dollar Printing Crewneck 
Size: XL/XXL
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage dollar printing crewneck size,Depop,"Dallas, United States",31.49,2023-01-10T03:41:57.04053Z
333215770,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,russell-athletic,,24.99,,"Vintage Russell Blank Crewneck 
Size: XLarge
Cond: 9/10 No Flaws 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage russell blank crewneck size 697a,Depop,"Dallas, United States",,2023-01-10T03:35:21.031255Z
332071334,15764563,P,male,outerwear,jumpers,,Used - Excellent,patagonia,"Green,Multi",50.0,,"Patagonia Synchilla Fleece Jacket
Size: Mens Medium
Cond: 9/10 No Flaws

🚨 WE ACCEPT OFFERS. DM BEFORE PURCHASING",quickstrikevtg patagonia synchilla fleece jacket size 265d,Depop,"Dallas, United States",,2023-01-10T00:02:25.00002Z
333102456,15764563,M,male,shirts,tshirts,,Used - Excellent,,Red,89.99,,"Vintage Chicago Bulls 72-10 Win Season Tee 
Size: Large 
Cond: 8/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage chicago bulls 72 10 win,Depop,"Dallas, United States",,2023-01-09T15:27:29.089521Z
333101702,15764563,M,male,shirts,tshirts,,Used - Excellent,,Grey,29.99,,"Vintage Marvel Comics Fantastic Four 
Size: XXLarge
Cond: 8/10 

🚨 DM BEFORE PURCHASE",quickstrikevtg vintage marvel comics fantastic four,Depop,"Dallas, United States",,2023-01-09T15:20:01.099478Z
333067091,15764563,M,male,shirts,tshirts,,Used - Excellent,,Navy,29.99,,"Vintage American Chrome Biker Tee 
Size: Large
Cond: 9/10 No Flaws",quickstrikevtg vintage american chrome biker tee,Depop,"Dallas, United States",,2023-01-09T07:13:11.371388Z
332696259,15764563,M,male,shirts,tshirts,,Used - Excellent,harley-davidson,Blue,29.99,,"Y2K Harley Davidson Tee 
Size: Large 
Cond: 10/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k harley davidson tee size 0078,Depop,"Dallas, United States",,2023-01-07T02:36:32.750456Z
332695842,15764563,M,male,shirts,tshirts,,Used - Excellent,harley-davidson,,29.99,,"Y2K Skull Harley Davidson Tee 
Size: XLarge
Cond: 9/10 

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k skull harley davidson tee,Depop,"Dallas, United States",,2023-01-07T02:33:13.196848Z
332694203,15764563,M,male,shirts,tshirts,,Used - Excellent,harley-davidson,Black,26.99,,"Y2K Harley Davidson Tee 
Size: Large
Cond: 9/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k harley davidson tee size 5284,Depop,"Dallas, United States",26.99,2023-01-07T02:20:46.837211Z
332647791,15764563,P,male,bottoms,trousers,,Used - Excellent,carhartt,Tan,34.99,,"Vintage Carhartt Pants 
Size: 36x30 
Cond: 7/10 Fading 

🚨 WE ACCEPT OFFERS DM BEFORE BUYING",quickstrikevtg vintage carhartt pants size 36x30,Depop,"Dallas, United States",,2023-01-06T21:22:44.521142Z
332554965,15764563,M,male,shirts,tshirts,,Used - Excellent,,,29.99,,"Vintage Biker Rally Tee 
Size: L/XL Mens
Cond: 9/10 No Flaws

🚨 WE ACCEPT OFFERS DM BEFORE BUYING",quickstrikevtg vintage biker rally tee size,Depop,"Dallas, United States",,2023-01-06T05:08:03.723292Z
332554416,15764563,M,male,shirts,tshirts,,Used - Excellent,,Navy,31.49,,"Y2K Cowboys Tony Romo Lightning Tee 
Size: XLarge
Cond: 7/10 Fading

🚨 WE ACCEPT OFFERS DM BEFORE BUYINGK",quickstrikevtg y2k cowboys tony romo lightning,Depop,"Dallas, United States",31.49,2023-01-06T05:02:23.546127Z
332392778,15764563,M,male,outerwear,jackets,,Used - Excellent,nike,,64.99,,"Vintage Nike Big Swoosh Windbreaker 
Size: XLarge
Cond: 10/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage nike big swoosh windbreaker,Depop,"Dallas, United States",,2023-01-05T04:40:08.683505Z
332391583,15764563,M,male,outerwear,hoodies,,Used - Excellent,nike,Grey,44.99,,"Y2K Nike Spellout Hoodie 
Size: XLarge
Cond: 8/10 No Flaws

🚨 DM BEFORE PURCHASING",quickstrikevtg y2k nike spellout hoodie size,Depop,"Dallas, United States",,2023-01-05T04:28:51.270413Z
332385738,15764563,M,male,outerwear,sweatshirts,,Used - Excellent,,Blue,44.99,,"Vintage San Jose Sharks Crewneck 
Size: XL 
Cond: 10/10 Flawless

🚨 DM BEFORE PURCHASING",quickstrikevtg vintage san jose sharks crewneck,Depop,"Dallas, United States",44.99,2023-01-05T03:37:14.812301Z
